STABBR,COSTT4_A,ADM_RATE,UNITID,CONTROL,Year,STABBR_2,COSTT4_A_2,ADM_RATE_2,CONTROL_2,Year_2,STABBR_3,COSTT4_A_3,ADM_RATE_3,CONTROL_3,Year_3,STABBR_4,COSTT4_A_4,ADM_RATE_4,CONTROL_4,Year_4,STABBR_5,COSTT4_A_5,ADM_RATE_5,CONTROL_5,Year_5,STABBR_6,COSTT4_A_6,ADM_RATE_6,CONTROL_6,Year_6,STABBR_7,COSTT4_A_7,ADM_RATE_7,CONTROL_7,Year_7,STABBR_8,COSTT4_A_8,ADM_RATE_8,CONTROL_8,Year_8,STABBR_9,COSTT4_A_9,ADM_RATE_9,CONTROL_9,Year_9,STABBR_10,COSTT4_A_10,ADM_RATE_10,CONTROL_10,Year_10,STABBR_11,COSTT4_A_11,ADM_RATE_11,CONTROL_11,Year_11,STABBR_12,COSTT4_A_12,ADM_RATE_12,CONTROL_12,Year_12,STABBR_13,COSTT4_A_13,ADM_RATE_13,CONTROL_13,Year_13,STABBR_14,COSTT4_A_14,ADM_RATE_14,CONTROL_14,Year_14,STABBR_15,COSTT4_A_15,ADM_RATE_15,CONTROL_15,Year_15,STABBR_16,COSTT4_A_16,ADM_RATE_16,CONTROL_16,Year_16,STABBR_17,COSTT4_A_17,ADM_RATE_17,CONTROL_17,Year_17,STABBR_18,COSTT4_A_18,ADM_RATE_18,CONTROL_18,Year_18,STABBR_19,COSTT4_A_19,ADM_RATE_19,CONTROL_19,Year_19,STABBR_20,COSTT4_A_20,ADM_RATE_20,CONTROL_20,Year_20,STABBR_21,COSTT4_A_21,ADM_RATE_21,CONTROL_21,Year_21,STABBR_22,COSTT4_A_22,ADM_RATE_22,CONTROL_22,Year_22,STABBR_23,COSTT4_A_23,ADM_RATE_23,CONTROL_23,Year_23,STABBR_24,COSTT4_A_24,ADM_RATE_24,CONTROL_24,Year_24,STABBR_25,COSTT4_A_25,ADM_RATE_25,CONTROL_25,Year_25,STABBR_26,COSTT4_A_26,ADM_RATE_26,CONTROL_26,Year_26,STABBR_27,COSTT4_A_27,ADM_RATE_27,CONTROL_27,Year_27
CO,,,127556,1.0,1996.0,CO,,,1.0,1997.0,CO,,,1.0,1998.0,CO,,,1.0,1999.0,CO,,,1.0,2000.0,CO,,0.834,1.0,2001.0,CO,,0.8399,1.0,2002.0,CO,,0.919,1.0,2003.0,CO,,0.8137,1.0,2004.0,CO,,0.8226,1.0,2005.0,CO,,0.8226,1.0,2006.0,CO,,0.8229,1.0,2007.0,CO,,0.8127,1.0,2008.0,CO,18548.0,0.8181,1.0,2009.0,CO,16847.0,0.7971,1.0,2010.0,CO,18115.0,0.7991,1.0,2011.0,CO,18823.0,0.8235,1.0,2012.0,CO,18077.0,0.8212,1.0,2013.0,CO,18169.0,0.8227,1.0,2014.0,CO,18707.0,0.8306,1.0,2015.0,CO,19224.0,0.8275,1.0,2016.0,CO,20577.0,0.8167,1.0,2017.0,CO,21181.0,0.8072,1.0,2018.0,CO,21588.0,0.782,1.0,2019.0,CO,22143.0,0.7544,1.0,2020.0,CO,22323.0,0.8024,1.0,2021.0,CO,22346.0,0.8176,1.0,2022.0
CO,,,127565,1.0,1996.0,CO,,,1.0,1997.0,CO,,,1.0,1998.0,CO,,,1.0,1999.0,CO,,,1.0,2000.0,CO,,0.8453,1.0,2001.0,CO,,0.8614,1.0,2002.0,CO,,0.8125,1.0,2003.0,CO,,0.7857,1.0,2004.0,CO,,0.8527,1.0,2005.0,CO,,0.8334,1.0,2006.0,CO,,0.7822,1.0,2007.0,CO,,0.7773,1.0,2008.0,CO,12182.0,0.7541,1.0,2009.0,CO,12824.0,0.7165,1.0,2010.0,CO,13037.0,0.7006,1.0,2011.0,CO,13869.0,0.6301,1.0,2012.0,CO,14034.0,0.7116,1.0,2013.0,CO,14522.0,0.6511,1.0,2014.0,CO,13871.0,0.6522,1.0,2015.0,CO,18017.0,0.6387,1.0,2016.0,CO,18550.0,0.6427,1.0,2017.0,CO,21702.0,0.5945,1.0,2018.0,CO,19730.0,0.613,1.0,2019.0,CO,19975.0,0.8333,1.0,2020.0,CO,21062.0,0.8882,1.0,2021.0,CO,22428.0,0.9791,1.0,2022.0
CO,,,127617,1.0,1996.0,CO,,,1.0,1997.0,CO,,,1.0,1998.0,CO,,,1.0,1999.0,CO,,,1.0,2000.0,CO,,,1.0,2001.0,CO,,,1.0,2002.0,CO,,,1.0,2003.0,CO,,,1.0,2004.0,CO,,,1.0,2005.0,CO,,,1.0,2006.0,CO,,,1.0,2007.0,CO,,,1.0,2008.0,CO,14905.0,,1.0,2009.0,CO,15291.0,,1.0,2010.0,CO,15396.0,,1.0,2011.0,CO,16156.0,,1.0,2012.0,CO,16058.0,,1.0,2013.0,CO,14942.0,,1.0,2014.0,CO,13492.0,,1.0,2015.0,CO,12694.0,,1.0,2016.0,CO,15362.0,,1.0,2017.0,CO,15452.0,,1.0,2018.0,CO,15678.0,,1.0,2019.0,CO,15093.0,,1.0,2020.0,CO,15874.0,,1.0,2021.0,CO,17432.0,,1.0,2022.0
CO,,,127732,1.0,1996.0,CO,,,1.0,1997.0,CO,,,1.0,1998.0,CO,,,1.0,1999.0,CO,,,1.0,2000.0,CO,,,1.0,2001.0,CO,,,1.0,2002.0,CO,,,1.0,2003.0,CO,,,1.0,2004.0,CO,,,1.0,2005.0,CO,,,1.0,2006.0,CO,,,1.0,2007.0,CO,,,1.0,2008.0,CO,14301.0,,1.0,2009.0,CO,15211.0,,1.0,2010.0,CO,14867.0,,1.0,2011.0,CO,15585.0,,1.0,2012.0,CO,15982.0,,1.0,2013.0,CO,16228.0,,1.0,2014.0,CO,15834.0,,1.0,2015.0,CO,17649.0,,1.0,2016.0,CO,17126.0,,1.0,2017.0,CO,17344.0,,1.0,2018.0,CO,19268.0,,1.0,2019.0,CO,18400.0,,1.0,2020.0,CO,18857.0,,1.0,2021.0,CO,19643.0,,1.0,2022.0
CO,,,127741,1.0,1996.0,CO,,,1.0,1997.0,CO,,,1.0,1998.0,CO,,,1.0,1999.0,CO,,,1.0,2000.0,CO,,0.7794,1.0,2001.0,CO,,0.7794,1.0,2002.0,CO,,0.7139,1.0,2003.0,CO,,0.7053,1.0,2004.0,CO,,0.81,1.0,2005.0,CO,,0.76,1.0,2006.0,CO,,0.9086,1.0,2007.0,CO,,0.9245,1.0,2008.0,CO,16737.0,0.9226,1.0,2009.0,CO,17511.0,0.8817,1.0,2010.0,CO,18186.0,0.7282,1.0,2011.0,CO,18543.0,0.6968,1.0,2012.0,CO,19105.0,0.6957,1.0,2013.0,CO,19187.0,0.7088,1.0,2014.0,CO,21135.0,0.8935,1.0,2015.0,CO,21640.0,0.9027,1.0,2016.0,CO,22604.0,0.8908,1.0,2017.0,CO,22886.0,0.9075,1.0,2018.0,CO,24165.0,0.9084,1.0,2019.0,CO,23864.0,0.877,1.0,2020.0,CO,24783.0,0.9113,1.0,2021.0,CO,26352.0,0.7854,1.0,2022.0
CO,,,127778,1.0,1996.0,CO,,,1.0,1997.0,CO,,,1.0,1998.0,CO,,,1.0,1999.0,CO,,,1.0,2000.0,CO,,,1.0,2001.0,CO,,,1.0,2002.0,CO,,,1.0,2003.0,CO,,,1.0,2004.0,CO,,,1.0,2005.0,CO,,,1.0,2006.0,CO,,,1.0,2007.0,CO,,,1.0,2008.0,CO,14702.0,,1.0,2009.0,CO,15394.0,,1.0,2010.0,CO,15712.0,,1.0,2011.0,CO,16203.0,,1.0,2012.0,CO,16404.0,,1.0,2013.0,CO,16770.0,,1.0,2014.0,CO,17205.0,,1.0,2015.0,CO,16952.0,,1.0,2016.0,CO,17277.0,,1.0,2017.0,CO,17667.0,,1.0,2018.0,CO,17920.0,,1.0,2019.0,CO,18040.0,,1.0,2020.0,CO,19658.0,,1.0,2021.0,CO,19535.0,,1.0,2022.0
CO,,,127820,1.0,1996.0,CO,,,1.0,1997.0,CO,,,1.0,1998.0,CO,,,1.0,1999.0,CO,,,1.0,2000.0,CO,,,1.0,2001.0,CO,,,1.0,2002.0,CO,,,1.0,2003.0,CO,,,1.0,2004.0,CO,,,1.0,2005.0,CO,,,1.0,2006.0,CO,,,1.0,2007.0,CO,,,1.0,2008.0,CO,13042.0,,1.0,2009.0,CO,16503.0,,1.0,2010.0,CO,17958.0,,1.0,2011.0,CO,18054.0,,1.0,2012.0,CO,14717.0,,1.0,2013.0,CO,15247.0,,1.0,2014.0,CO,15091.0,,1.0,2015.0,CO,15163.0,,1.0,2016.0,CO,15391.0,,1.0,2017.0,CO,15941.0,,1.0,2018.0,CO,17415.0,,1.0,2019.0,CO,17112.0,,1.0,2020.0,CO,17277.0,,1.0,2021.0,CO,17283.0,,1.0,2022.0
CO,,,127884,1.0,1996.0,CO,,,1.0,1997.0,CO,,,1.0,1998.0,CO,,,1.0,1999.0,CO,,,1.0,2000.0,CO,,,1.0,2001.0,CO,,,1.0,2002.0,CO,,,1.0,2003.0,CO,,,1.0,2004.0,CO,,,1.0,2005.0,CO,,,1.0,2006.0,CO,,,1.0,2007.0,CO,,,1.0,2008.0,CO,14355.0,,1.0,2009.0,CO,14755.0,,1.0,2010.0,CO,15396.0,,1.0,2011.0,CO,15792.0,,1.0,2012.0,CO,14679.0,,1.0,2013.0,CO,14933.0,,1.0,2014.0,CO,15534.0,,1.0,2015.0,CO,19180.0,,1.0,2016.0,CO,20783.0,,1.0,2017.0,CO,18953.0,,1.0,2018.0,CO,18146.0,,1.0,2019.0,CO,18270.0,,1.0,2020.0,CO,18867.0,,1.0,2021.0,CO,19542.0,,1.0,2022.0
CO,,,127909,1.0,1996.0,CO,,,1.0,1997.0,CO,,,1.0,1998.0,CO,,,1.0,1999.0,CO,,,1.0,2000.0,CO,,,1.0,2001.0,CO,,,1.0,2002.0,CO,,,1.0,2003.0,CO,,,1.0,2004.0,CO,,,1.0,2005.0,CO,,,1.0,2006.0,CO,,,1.0,2007.0,CO,,,1.0,2008.0,CO,15123.0,,1.0,2009.0,CO,15180.0,,1.0,2010.0,CO,15913.0,,1.0,2011.0,CO,16417.0,,1.0,2012.0,CO,14046.0,,1.0,2013.0,CO,13644.0,,1.0,2014.0,CO,13441.0,,1.0,2015.0,CO,14628.0,,1.0,2016.0,CO,12903.0,,1.0,2017.0,CO,15615.0,,1.0,2018.0,CO,16614.0,,1.0,2019.0,CO,14480.0,,1.0,2020.0,CO,17558.0,,1.0,2021.0,CO,17444.0,,1.0,2022.0
CO,,,128106,1.0,1996.0,CO,,,1.0,1997.0,CO,,,1.0,1998.0,CO,,,1.0,1999.0,CO,,,1.0,2000.0,CO,,0.8062,1.0,2001.0,CO,,0.9756,1.0,2002.0,CO,,0.9532,1.0,2003.0,CO,,0.9373,1.0,2004.0,CO,,,1.0,2005.0,CO,,0.9571,1.0,2006.0,CO,,0.9611,1.0,2007.0,CO,,0.9704,1.0,2008.0,CO,15932.0,0.9692,1.0,2009.0,CO,15075.0,0.9478,1.0,2010.0,CO,16097.0,0.9332,1.0,2011.0,CO,16369.0,0.9378,1.0,2012.0,CO,18007.0,0.9434,1.0,2013.0,CO,17795.0,0.9278,1.0,2014.0,CO,18594.0,0.9589,1.0,2015.0,CO,19561.0,0.9638,1.0,2016.0,CO,22053.0,0.9534,1.0,2017.0,CO,20870.0,0.952,1.0,2018.0,CO,22718.0,0.9303,1.0,2019.0,CO,21950.0,0.9431,1.0,2020.0,CO,22493.0,0.9917,1.0,2021.0,CO,22545.0,0.9879,1.0,2022.0
CO,,,128151,1.0,1996.0,CO,,,1.0,1997.0,CO,,,1.0,1998.0,CO,,,1.0,1999.0,CO,,,1.0,2000.0,CO,,,1.0,2001.0,CO,,,1.0,2002.0,CO,,,1.0,2003.0,CO,,,1.0,2004.0,CO,,,1.0,2005.0,CO,,,1.0,2006.0,CO,,,1.0,2007.0,CO,,,1.0,2008.0,CO,7999.0,,1.0,2009.0,CO,14328.0,,1.0,2010.0,CO,14025.0,,1.0,2011.0,CO,12869.0,,1.0,2012.0,CO,13453.0,,1.0,2013.0,CO,11720.0,,1.0,2014.0,CO,11220.0,,1.0,2015.0,CO,7919.0,,1.0,2016.0,CO,9267.0,,1.0,2017.0,CO,10856.0,,1.0,2018.0,CO,12166.0,,1.0,2019.0,CO,13796.0,,1.0,2020.0,CO,12637.0,,1.0,2021.0,CO,12882.0,,1.0,2022.0
CO,,,128258,1.0,1996.0,CO,,,1.0,1997.0,CO,,,1.0,1998.0,CO,,,1.0,1999.0,CO,,,1.0,2000.0,CO,,,1.0,2001.0,CO,,,1.0,2002.0,CO,,,1.0,2003.0,CO,,,1.0,2004.0,CO,,,1.0,2005.0,CO,,,1.0,2006.0,CO,,,1.0,2007.0,CO,,,1.0,2008.0,CO,15082.0,,1.0,2009.0,CO,15625.0,,1.0,2010.0,CO,15767.0,,1.0,2011.0,CO,16245.0,,1.0,2012.0,CO,16636.0,,1.0,2013.0,CO,16552.0,,1.0,2014.0,CO,17225.0,,1.0,2015.0,CO,18054.0,,1.0,2016.0,CO,19303.0,,1.0,2017.0,CO,18728.0,,1.0,2018.0,CO,18609.0,,1.0,2019.0,CO,19905.0,,1.0,2020.0,CO,19890.0,,1.0,2021.0,CO,20472.0,,1.0,2022.0
CO,,,128328,1.0,1996.0,CO,,,1.0,1997.0,CO,,,1.0,1998.0,CO,,,1.0,1999.0,CO,,,1.0,2000.0,CO,,0.1695,1.0,2001.0,CO,,0.169,1.0,2002.0,CO,,0.1491,1.0,2003.0,CO,,0.1257,1.0,2004.0,CO,,0.1819,1.0,2005.0,CO,,0.185,1.0,2006.0,CO,,0.1405,1.0,2007.0,CO,,0.1824,1.0,2008.0,CO,,0.1684,1.0,2009.0,CO,,0.1106,1.0,2010.0,CO,,0.1078,1.0,2011.0,CO,,0.0989,1.0,2012.0,CO,,0.1542,1.0,2013.0,CO,,0.1655,1.0,2014.0,CO,,0.1709,1.0,2015.0,CO,,0.1508,1.0,2016.0,CO,,0.1192,1.0,2017.0,CO,,0.1139,1.0,2018.0,CO,,0.1108,1.0,2019.0,CO,,0.1343,1.0,2020.0,CO,,0.1243,1.0,2021.0,CO,,0.1623,1.0,2022.0
CO,,,128391,1.0,1996.0,CO,,,1.0,1997.0,CO,,,1.0,1998.0,CO,,,1.0,1999.0,CO,,,1.0,2000.0,CO,,0.7787,1.0,2001.0,CO,,0.8106,1.0,2002.0,CO,,0.7934,1.0,2003.0,CO,,0.8506,1.0,2004.0,CO,,0.8675,1.0,2005.0,CO,,0.6246,1.0,2006.0,CO,,0.9069,1.0,2007.0,CO,,0.9069,1.0,2008.0,CO,18579.0,0.72,1.0,2009.0,CO,18725.0,0.6639,1.0,2010.0,CO,16716.0,0.9251,1.0,2011.0,CO,17597.0,0.9573,1.0,2012.0,CO,18875.0,0.932,1.0,2013.0,CO,19547.0,0.9741,1.0,2014.0,CO,20645.0,0.9761,1.0,2015.0,CO,21431.0,0.9188,1.0,2016.0,CO,22450.0,0.8598,1.0,2017.0,CO,23409.0,0.8891,1.0,2018.0,CO,23911.0,0.8415,1.0,2019.0,CO,24194.0,0.885,1.0,2020.0,CO,24456.0,0.9087,1.0,2021.0,CO,24833.0,0.9185,1.0,2022.0
CT,,,128577,1.0,1996.0,CT,,,1.0,1997.0,CT,,,1.0,1998.0,CT,,,1.0,1999.0,CT,,,1.0,2000.0,CT,,,1.0,2001.0,CT,,,1.0,2002.0,CT,,,1.0,2003.0,CT,,,1.0,2004.0,CT,,,1.0,2005.0,CT,,,1.0,2006.0,CT,,,1.0,2007.0,CT,,,1.0,2008.0,CT,8755.0,,1.0,2009.0,CT,10296.0,,1.0,2010.0,CT,10667.0,,1.0,2011.0,CT,10606.0,,1.0,2012.0,CT,10520.0,,1.0,2013.0,CT,11800.0,,1.0,2014.0,CT,11754.0,,1.0,2015.0,CT,12943.0,,1.0,2016.0,CT,13288.0,,1.0,2017.0,CT,13353.0,,1.0,2018.0,CT,13056.0,,1.0,2019.0,CT,12543.0,,1.0,2020.0,CT,14827.0,,1.0,2021.0,CT,16762.0,,1.0,2022.0
CT,,,128771,1.0,1996.0,CT,,,1.0,1997.0,CT,,,1.0,1998.0,CT,,,1.0,1999.0,CT,,,1.0,2000.0,CT,,0.6466,1.0,2001.0,CT,,0.6098,1.0,2002.0,CT,,0.5495,1.0,2003.0,CT,,0.6076,1.0,2004.0,CT,,0.6165,1.0,2005.0,CT,,0.5978,1.0,2006.0,CT,,0.6143,1.0,2007.0,CT,,0.5953,1.0,2008.0,CT,18062.0,0.5444,1.0,2009.0,CT,18804.0,0.6016,1.0,2010.0,CT,19771.0,0.6314,1.0,2011.0,CT,19938.0,0.6396,1.0,2012.0,CT,20372.0,0.6413,1.0,2013.0,CT,20543.0,0.6044,1.0,2014.0,CT,22229.0,0.5867,1.0,2015.0,CT,21706.0,0.6001,1.0,2016.0,CT,22576.0,0.6676,1.0,2017.0,CT,21628.0,0.6724,1.0,2018.0,CT,22007.0,0.6563,1.0,2019.0,CT,22518.0,0.6485,1.0,2020.0,CT,20520.0,0.7483,1.0,2021.0,CT,22904.0,0.7671,1.0,2022.0
CT,,,129020,1.0,1996.0,CT,,,1.0,1997.0,CT,,,1.0,1998.0,CT,,,1.0,1999.0,CT,,,1.0,2000.0,CT,,0.685,1.0,2001.0,CT,,0.6182,1.0,2002.0,CT,,0.5796,1.0,2003.0,CT,,0.5047,1.0,2004.0,CT,,0.5104,1.0,2005.0,CT,,0.5108,1.0,2006.0,CT,,0.4941,1.0,2007.0,CT,,0.5449,1.0,2008.0,CT,22277.0,0.4969,1.0,2009.0,CT,23364.0,0.5397,1.0,2010.0,CT,24474.0,0.4732,1.0,2011.0,CT,25019.0,0.4471,1.0,2012.0,CT,25786.0,0.5366,1.0,2013.0,CT,26966.0,0.4996,1.0,2014.0,CT,28016.0,0.5317,1.0,2015.0,CT,29128.0,0.488,1.0,2016.0,CT,29803.0,0.4784,1.0,2017.0,CT,30687.0,0.4877,1.0,2018.0,CT,32016.0,0.4942,1.0,2019.0,CT,33896.0,0.5609,1.0,2020.0,CT,34149.0,0.556,1.0,2021.0,CT,35236.0,0.5451,1.0,2022.0
CT,,,129215,1.0,1996.0,CT,,,1.0,1997.0,CT,,,1.0,1998.0,CT,,,1.0,1999.0,CT,,,1.0,2000.0,CT,,0.6061,1.0,2001.0,CT,,0.6023,1.0,2002.0,CT,,0.5847,1.0,2003.0,CT,,0.682,1.0,2004.0,CT,,0.7002,1.0,2005.0,CT,,0.651,1.0,2006.0,CT,,0.5869,1.0,2007.0,CT,,0.6343,1.0,2008.0,CT,21006.0,0.6222,1.0,2009.0,CT,22582.0,0.645,1.0,2010.0,CT,24119.0,0.7041,1.0,2011.0,CT,21789.0,0.6741,1.0,2012.0,CT,22633.0,0.6453,1.0,2013.0,CT,23717.0,0.631,1.0,2014.0,CT,23149.0,0.6356,1.0,2015.0,CT,24077.0,0.5791,1.0,2016.0,CT,24642.0,0.6581,1.0,2017.0,CT,25926.0,0.6573,1.0,2018.0,CT,26310.0,0.6387,1.0,2019.0,CT,27425.0,0.697,1.0,2020.0,CT,27163.0,0.732,1.0,2021.0,CT,28648.0,0.7383,1.0,2022.0
CT,,,129367,1.0,1996.0,CT,,,1.0,1997.0,CT,,,1.0,1998.0,CT,,,1.0,1999.0,CT,,,1.0,2000.0,CT,,,1.0,2001.0,CT,,,1.0,2002.0,CT,,,1.0,2003.0,CT,,,1.0,2004.0,CT,,,1.0,2005.0,CT,,,1.0,2006.0,CT,,,1.0,2007.0,CT,,,1.0,2008.0,CT,13409.0,,1.0,2009.0,CT,12197.0,,1.0,2010.0,CT,13392.0,,1.0,2011.0,CT,13508.0,,1.0,2012.0,CT,13470.0,,1.0,2013.0,CT,14171.0,,1.0,2014.0,CT,15193.0,,1.0,2015.0,CT,11960.0,,1.0,2016.0,CT,12420.0,,1.0,2017.0,CT,11212.0,,1.0,2018.0,CT,13474.0,,1.0,2019.0,CT,15618.0,,1.0,2020.0,CT,14218.0,,1.0,2021.0,CT,16002.0,,1.0,2022.0
CT,,,129543,1.0,1996.0,CT,,,1.0,1997.0,CT,,,1.0,1998.0,CT,,,1.0,1999.0,CT,,,1.0,2000.0,CT,,,1.0,2001.0,CT,,,1.0,2002.0,CT,,,1.0,2003.0,CT,,,1.0,2004.0,CT,,,1.0,2005.0,CT,,,1.0,2006.0,CT,,,1.0,2007.0,CT,,,1.0,2008.0,CT,10901.0,,1.0,2009.0,CT,9032.0,,1.0,2010.0,CT,9251.0,,1.0,2011.0,CT,9447.0,,1.0,2012.0,CT,10703.0,,1.0,2013.0,CT,10347.0,,1.0,2014.0,CT,9809.0,,1.0,2015.0,CT,10495.0,,1.0,2016.0,CT,10547.0,,1.0,2017.0,CT,11596.0,,1.0,2018.0,CT,10577.0,,1.0,2019.0,CT,11816.0,,1.0,2020.0,CT,12546.0,,1.0,2021.0,CT,18500.0,,1.0,2022.0
CT,,,129695,1.0,1996.0,CT,,,1.0,1997.0,CT,,,1.0,1998.0,CT,,,1.0,1999.0,CT,,,1.0,2000.0,CT,,,1.0,2001.0,CT,,,1.0,2002.0,CT,,,1.0,2003.0,CT,,,1.0,2004.0,CT,,,1.0,2005.0,CT,,,1.0,2006.0,CT,,,1.0,2007.0,CT,,,1.0,2008.0,CT,8240.0,,1.0,2009.0,CT,9357.0,,1.0,2010.0,CT,13497.0,,1.0,2011.0,CT,9224.0,,1.0,2012.0,CT,9000.0,,1.0,2013.0,CT,9123.0,,1.0,2014.0,CT,8940.0,,1.0,2015.0,CT,9618.0,,1.0,2016.0,CT,9585.0,,1.0,2017.0,CT,12012.0,,1.0,2018.0,CT,12217.0,,1.0,2019.0,CT,12790.0,,1.0,2020.0,CT,12725.0,,1.0,2021.0,CT,16037.0,,1.0,2022.0
CT,,,129729,1.0,1996.0,CT,,,1.0,1997.0,CT,,,1.0,1998.0,CT,,,1.0,1999.0,CT,,,1.0,2000.0,CT,,,1.0,2001.0,CT,,,1.0,2002.0,CT,,,1.0,2003.0,CT,,,1.0,2004.0,CT,,,1.0,2005.0,CT,,,1.0,2006.0,CT,,,1.0,2007.0,CT,,,1.0,2008.0,CT,8724.0,,1.0,2009.0,CT,9731.0,,1.0,2010.0,CT,10559.0,,1.0,2011.0,CT,10985.0,,1.0,2012.0,CT,10754.0,,1.0,2013.0,CT,11411.0,,1.0,2014.0,CT,11364.0,,1.0,2015.0,CT,10810.0,,1.0,2016.0,CT,10885.0,,1.0,2017.0,CT,10863.0,,1.0,2018.0,CT,11363.0,,1.0,2019.0,CT,12245.0,,1.0,2020.0,CT,12675.0,,1.0,2021.0,CT,15170.0,,1.0,2022.0
CT,,,129756,1.0,1996.0,CT,,,1.0,1997.0,CT,,,1.0,1998.0,CT,,,1.0,1999.0,CT,,,1.0,2000.0,CT,,,1.0,2001.0,CT,,,1.0,2002.0,CT,,,1.0,2003.0,CT,,,1.0,2004.0,CT,,,1.0,2005.0,CT,,,1.0,2006.0,CT,,,1.0,2007.0,CT,,,1.0,2008.0,CT,7694.0,,1.0,2009.0,CT,9082.0,,1.0,2010.0,CT,8573.0,,1.0,2011.0,CT,8589.0,,1.0,2012.0,CT,9053.0,,1.0,2013.0,CT,9148.0,,1.0,2014.0,CT,9699.0,,1.0,2015.0,CT,10466.0,,1.0,2016.0,CT,9595.0,,1.0,2017.0,CT,11025.0,,1.0,2018.0,CT,10129.0,,1.0,2019.0,CT,9205.0,,1.0,2020.0,CT,9212.0,,1.0,2021.0,CT,12692.0,,1.0,2022.0
CT,,,129808,1.0,1996.0,CT,,,1.0,1997.0,CT,,,1.0,1998.0,CT,,,1.0,1999.0,CT,,,1.0,2000.0,CT,,,1.0,2001.0,CT,,,1.0,2002.0,CT,,,1.0,2003.0,CT,,,1.0,2004.0,CT,,,1.0,2005.0,CT,,,1.0,2006.0,CT,,,1.0,2007.0,CT,,,1.0,2008.0,CT,7481.0,,1.0,2009.0,CT,7142.0,,1.0,2010.0,CT,7564.0,,1.0,2011.0,CT,8536.0,,1.0,2012.0,CT,9055.0,,1.0,2013.0,CT,8609.0,,1.0,2014.0,CT,8688.0,,1.0,2015.0,CT,11054.0,,1.0,2016.0,CT,12233.0,,1.0,2017.0,CT,12143.0,,1.0,2018.0,CT,12276.0,,1.0,2019.0,CT,11935.0,,1.0,2020.0,CT,12527.0,,1.0,2021.0,CT,12151.0,,1.0,2022.0
CT,,,130004,1.0,1996.0,CT,,,1.0,1997.0,CT,,,1.0,1998.0,CT,,,1.0,1999.0,CT,,,1.0,2000.0,CT,,,1.0,2001.0,CT,,,1.0,2002.0,CT,,,1.0,2003.0,CT,,,1.0,2004.0,CT,,,1.0,2005.0,CT,,,1.0,2006.0,CT,,,1.0,2007.0,CT,,,1.0,2008.0,CT,11415.0,,1.0,2009.0,CT,11372.0,,1.0,2010.0,CT,11469.0,,1.0,2011.0,CT,12064.0,,1.0,2012.0,CT,13507.0,,1.0,2013.0,CT,12956.0,,1.0,2014.0,CT,12382.0,,1.0,2015.0,CT,12207.0,,1.0,2016.0,CT,12436.0,,1.0,2017.0,CT,12826.0,,1.0,2018.0,CT,13271.0,,1.0,2019.0,CT,12710.0,,1.0,2020.0,CT,12269.0,,1.0,2021.0,CT,12765.0,,1.0,2022.0
CT,,,130040,1.0,1996.0,CT,,,1.0,1997.0,CT,,,1.0,1998.0,CT,,,1.0,1999.0,CT,,,1.0,2000.0,CT,,,1.0,2001.0,CT,,,1.0,2002.0,CT,,,1.0,2003.0,CT,,,1.0,2004.0,CT,,,1.0,2005.0,CT,,,1.0,2006.0,CT,,,1.0,2007.0,CT,,,1.0,2008.0,CT,9643.0,,1.0,2009.0,CT,9911.0,,1.0,2010.0,CT,11077.0,,1.0,2011.0,CT,11725.0,,1.0,2012.0,CT,10289.0,,1.0,2013.0,CT,10769.0,,1.0,2014.0,CT,10481.0,,1.0,2015.0,CT,10686.0,,1.0,2016.0,CT,10152.0,,1.0,2017.0,CT,11276.0,,1.0,2018.0,CT,11858.0,,1.0,2019.0,CT,10880.0,,1.0,2020.0,CT,11795.0,,1.0,2021.0,CT,15813.0,,1.0,2022.0
CT,,,130217,1.0,1996.0,CT,,,1.0,1997.0,CT,,,1.0,1998.0,CT,,,1.0,1999.0,CT,,,1.0,2000.0,CT,,,1.0,2001.0,CT,,,1.0,2002.0,CT,,,1.0,2003.0,CT,,,1.0,2004.0,CT,,,1.0,2005.0,CT,,,1.0,2006.0,CT,,,1.0,2007.0,CT,,,1.0,2008.0,CT,9601.0,,1.0,2009.0,CT,10016.0,,1.0,2010.0,CT,10531.0,,1.0,2011.0,CT,10137.0,,1.0,2012.0,CT,11294.0,,1.0,2013.0,CT,11218.0,,1.0,2014.0,CT,11754.0,,1.0,2015.0,CT,12735.0,,1.0,2016.0,CT,11623.0,,1.0,2017.0,CT,12820.0,,1.0,2018.0,CT,14781.0,,1.0,2019.0,CT,14482.0,,1.0,2020.0,CT,12430.0,,1.0,2021.0,CT,14362.0,,1.0,2022.0
